Matvare ID,Matvare,Kategori,Kostholdsgrupper,Kilojoule (kJ),Kilokalorier (kcal),Vann (g),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Salt (NaCl) (g),Alkohol (g),Vitamin A (RAE) (RAE),Vitamin A (RE) (RE),Retinol (µg),Betakaroten (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Jern (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Magnesium (Mg) (mg),Sink (Zn) (mg),Selen (Se) (µg),Kobber (Cu) (mg),Fosfor (P) (mg),Jod (I) (µg),FoodEx2-klassifisering
12.111,"Pepper, sort",Urter og krydder,Urter og krydder,1159,277,22,3.3,1.4,0.1,0,0.5,0.3,0,0.7,0.1,0.7,1,0.7,0.1,0.1,0.1,0,0,0,0,0,0.2,0.8,0,38.7,38.1,0.6,0,0,25,10.4,0.1,0,26,51,0,310,0,1,0.11,0.18,1.1,2.8,0.29,17,0,0,443,9.7,20,1329,171,1.2,5,1.33,158,0,A019C#F01.A05TT$F02.A0ELF$F27.A019C
6.05,"Persille, norsk, rå",Urter og krydder,Urter og krydder,135,32,90,0.4,0,0,0,0.1,0,0,0,0,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,0,1.6,0,1.6,0,0,5,3.1,0.1,0,467,933,0,5600,0,2.6,0.07,0.11,0.8,1.3,0.11,78,0,108,163,2.5,30,841,35,0.9,0,0.1,98,5,A00YE#F28.A07HS
6.167,"Persille, tørket",Urter og krydder,Urter og krydder,1275,305,17,5.5,1.4,0,0,1.2,0.1,0,0.8,0,0.8,3.1,1.2,1.9,0,0,0,0,0,0,0,1.9,1.3,0,23.9,16.6,7.3,0,0,27,26.6,1.1,0,96,192,0,1152,0,9,0.2,2.38,9.9,14.3,0.9,180,0,125,1140,22,452,2683,400,5.4,14,0.78,436,6,A016T#F27.A00YE
6.168,"Rosmarin, rå",Urter og krydder,Urter og krydder,498,121,70,5.9,2.8,0,0.1,1.9,0.2,0,1.2,0.1,1,0.9,0.5,0.4,0,0,0,0,0,0,0,0.4,0.5,0,6.6,1.6,5,0,0,14,3.3,0.1,0,146,292,0,1752,0,0,0.04,0.15,0.9,1.5,0.34,109,0,22,317,6.7,26,668,91,0.9,0,0.3,66,0,A00YF#F28.A07HS
6.169,"Rosmarin, tørket",Urter og krydder,Urter og krydder,1775,427,0,15.2,7.4,0,0.3,5,0.6,0,3,0.2,2.7,2.3,1.2,1.1,0,0,0,0,0,0,0,1.1,1.2,0,46.4,11.2,35.2,0,0,43,4.9,0.1,0,156,312,0,1872,0,0,0.51,0.43,1,1.8,1.74,307,0,61,1280,29.3,50,955,220,3.2,5,0.55,70,6,A017J
6.189,"Safran, tørket",Urter og krydder,Urter og krydder,1486,352,17,5.9,1.6,0,0,1.2,0.2,0,0.4,0,0.4,2.1,0.8,1.2,0,0,0,0,0,0,0,1.2,0.8,0,61.5,0,0,0,0,4,11.4,0.4,0,27,54,0,324,0,0,0.12,0.27,1.5,3.4,1.01,93,0,81,111,11.1,148,1724,264,1.1,6,0.33,252,0,A01AR
6.17,Sennepsfrø,Urter og krydder,Urter og krydder,2151,518,10,36.2,2,0,0,1,0.5,0,22.5,0.1,8.5,10.1,5.9,3.8,0,0,0,0,0,0,0,3.8,5.9,0,15.9,9.1,6.8,0,0,12,26.1,0,0,2,3,0,18,0,5.1,0.81,0.26,4.7,9.1,0.4,162,0,7,266,9.2,13,738,370,6.1,208,0.65,828,0,A015S
6.266,"Spisskummen, malt",Urter og krydder,Urter og krydder,1784,428,16,22.3,1.5,0,0,1.1,0.3,0,14,0.2,13.6,3.3,3.1,0.2,0,0,0,0,0,0,0,0.2,3.1,0,33.7,31.5,2.3,0,0,11,17.8,0.4,0,64,127,0,762,0,3.3,0.63,0.33,4.6,7.5,0.44,10,0,8,931,66.4,168,1790,366,4.8,5,0.87,499,0,A018E#F01.A05TE$F02.A0F0E$F27.A018E
12.118,"Tacokrydder, hjemmelaget",Urter og krydder,Urter og krydder,1057,254,39,9.5,1.3,0,0.1,0.8,0.2,0,3.5,0.1,3.4,3.6,3.4,0.2,0,0,0,0,0,0,0,0.2,3.4,0,21.9,18.1,3.8,0,0,18,11,26.5,0,583,1165,0,6990,0,14.3,0.28,0.49,5.3,7.1,1.08,27,0,7,354,20.6,10592,1378,172,3,10,0.69,262,0,A042Z#F02.A06HB$F04.A0EZM$F22.A07SS
6.171,"Timian, rå",Urter og krydder,Urter og krydder,445,107,68,1.7,0.5,0,0,0.3,0.1,0,0.1,0,0.1,0.5,0.1,0.5,0,0,0,0,0,0,0,0.5,0.1,0,10.4,9.8,0.6,0,0,14,5.6,0,0,238,475,0,2851,0,0,0.05,0.47,1.8,2.7,0.35,45,0,160,405,17.5,9,609,160,1.8,0,0.56,106,0,A00YQ#F28.A07HS
6.172,"Timian, tørket",Urter og krydder,Urter og krydder,1183,285,20,7.4,2.7,0.2,0.1,1.7,0.3,0,0.5,0,0.5,1.2,0.5,0.7,0,0,0,0,0,0,0,0.7,0.5,0,26.9,25.2,1.7,0,0,37,9.1,0.1,0,189,377,0,2264,0,7.5,0.51,0.4,4.9,6.4,0.55,274,0,50,1890,123.6,55,814,220,6.2,5,0.86,201,6,A017Q
5.388,"Amaranth, tørr",Korn- og bakevarer,Korn- og bakevarer,1546,367,14,7,1.5,0,0,1.1,0.2,0,1.7,0,1.7,2.8,2.7,0,0,0,0,0,0,0,0,0,2.7,0,59,57.3,1.7,0,0,7,13.6,0,0,0,0,0,1,0,1.2,0.12,0.2,0.9,3.2,0.59,82,0,4,159,7.6,4,508,248,2.9,19,0.53,557,0,A000M
5.454,"Bagels, hjemmelaget",Korn- og bakevarer,Korn- og bakevarer,1233,293,35,8.5,3.3,0.1,0.4,1.7,0.6,0.1,2.1,0.1,1.9,2.2,2.1,0.1,0,0,0,0,0,0,0,0.1,2.1,31,42.6,41,1.6,1.2,1.2,4,9.8,1.2,0,42,43,40,20,0.7,0.8,0.24,0.09,1.3,3,0.1,34,0.1,1,63,1.4,486,177,45,1.2,4,0.21,145,6,A004Y#F02.A06CN$F04.A001M$F10.A07XK$F22.A07SS
5.491,"Baguett, glutenfri, Semper",Korn- og bakevarer,Korn- og bakevarer,1148,272,36,3.5,1,0,0,0.8,0.1,0,1.7,0.1,1.6,0.6,0.5,0.1,0,0,0,0,0,0,0,0.1,0.5,2,55,46,9,5,5,2,4,3,0,0,0,0,0,0,0.7,0.25,0.23,0.9,1.8,0.06,47,0.3,1,126,0.1,1200,166,15,0.6,2,0.1,248,10,A005S#F02.A06CT$F10.A07XK$F10.A0B8L$F22.A07SH
5.455,"Baguette, grov, hjemmelaget",Korn- og bakevarer,Korn- og bakevarer,1010,239,41,2.9,1.3,0.1,0.2,0.7,0.2,0,0.6,0.1,0.5,0.7,0.7,0.1,0,0,0,0,0,0,0,0.1,0.6,4,42.3,41.5,0.8,0.1,0.5,5,8.4,0.5,0,14,14,13,8,0.2,0.4,0.23,0.05,1.7,3.2,0.11,19,0,1,18,1.4,181,191,44,1,1,0.15,134,0,A005E#F02.A06CN$F04.A001M$F10.A06HR$F22.A07SS
5.448,Banankake,Korn- og bakevarer,Korn- og bakevarer,1299,309,36,11.2,5.4,0.7,0.7,2,1.2,0.1,3.4,0.1,3.1,1.3,1,0.3,0,0,0,0,0,0,0,0.3,1,53,45.6,20.1,25.5,21.7,21.7,2,5.7,0.5,0,104,108,100,52,1.5,1.6,0.07,0.07,0.5,1.6,0.11,12,0.2,2,39,0.6,209,155,18,0.5,3,0.07,166,11,A00BA#F02.A0ERC$F04.A01LC
5.199,"Berlinerbolle, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1767,423,22,23.1,11,3.3,1.4,2.3,3.4,0,7.8,0.1,7.2,3.1,2.3,0.5,0,0,0,0,0,0,0,0.5,2.4,48,45,28,17,15.8,15.8,2,7.7,0.6,0,26,26,26,2,0.4,3.2,0.17,0.12,0.9,2.4,0.08,37,0.3,3,37,0.9,241,151,20,0.9,4,0.08,109,11,A00BR#F04.A01MM$F22.A07SH$F28.A07GV$F28.A07HN
5.46,"Berlinerkrans, småkake",Korn- og bakevarer,Korn- og bakevarer,2038,489,14,29.6,17.5,0.8,2.6,8.1,2.9,0.8,7.5,0.7,6.4,1.5,1.1,0.1,0,0,0,0.1,0,0,0,0.2,0.9,150,47.4,26.8,20.6,20.2,20.2,2,7.3,0.4,0,246,256,235,131,4,2,0.09,0.07,0.5,1.9,0.07,10,0.5,0,27,1,158,105,16,0.7,7,0.08,108,28,A009X#F02.A06DN
5.433,Biscotti,Korn- og bakevarer,Korn- og bakevarer,1891,450,6,16.6,1.7,0,0,1.3,0.4,0,9.2,0.1,9.1,3.6,3.5,0,0,0,0,0,0,0,0,0.1,3.5,54,60.1,29.6,30.5,28.5,28.5,5,12.8,0.4,0,24,25,24,7,0.4,6.7,0.16,0.28,1,3.3,0.13,29,0.2,2,93,1.7,177,309,77,1.4,5,0.37,305,10,A009V#F04.A003Y$F04.A014C$F04.A014D$F04.A031G$F04.A032J$F04.A039C$F28.A07GX
5.112,"Bløtkake, med krem, syltetøy",Korn- og bakevarer,Korn- og bakevarer,1260,302,48,19,11.1,0.5,1.7,5.2,1.9,0.5,4.9,0.4,4.2,0.9,0.7,0.1,0,0,0,0,0,0,0,0.1,0.6,109,27.4,8,19.4,17.7,17.7,0.7,5.2,0.1,0,187,195,179,98,0.5,1.2,0.04,0.17,0.2,1.3,0.04,9,0.4,2,51,0.6,59,62,8,0.4,6,0.04,111,17,A00AQ#F04.A01MM$F04.A02ML$F28.A07MA
5.231,"Bokhvete, hele korn",Korn- og bakevarer,Korn- og bakevarer,1329,314,22,3.1,0.3,0,0,0.3,0,0,0.7,0,0.7,0.8,0.8,0,0,0,0,0,0,0,0,0,0.8,0,55.6,54.7,0.9,0,0,6,13.1,0,0,0,0,0,0,0,0.1,0.41,0.14,2.9,5.1,0.29,60,0,0,15,2.1,0,415,195,1.6,3,0.38,355,0,A000N
5.529,Bokhveteflak,Korn- og bakevarer,Korn- og bakevarer,1476,349,14,2.7,0.5,0,0,0.4,0.1,0,0.8,0,0.8,0.9,0.8,0,0,0,0,0,0,0,0,0.1,0.8,0,67.6,67.2,0.4,0,0,4,11.7,0,0,1,2,0,13,0,0.5,0.58,0.15,2.9,4.9,0.58,50,0,0,33,2.2,1,680,50,2.5,3,0.9,263,3,A000N#F01.A059C$F02.A066Q$F27.A000N
5.132,Bokhvetemel,Korn- og bakevarer,Korn- og bakevarer,1302,308,24,2.8,0.3,0,0,0.3,0,0,0.6,0,0.6,0.7,0.7,0,0,0,0,0,0,0,0,0,0.7,0,56.3,54.9,1.4,0,0,5,12,0,0,0,0,0,0,0,0,0.45,0.45,2.3,4.3,0.24,58,0,0,15,2.3,0,410,190,1.4,3,0.36,360,0,A002G#F10.A0F2Z
5.266,"Bolle, glutenfri, med lettmelk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1210,287,37,7,2.8,0.3,0.4,1.1,0.6,0.1,2.6,0.1,2.4,1,0.8,0.2,0,0,0,0,0,0,0,0.2,0.8,24,52.4,44.3,8.2,6,6,0.7,3.3,0.9,0,65,67,63,29,1,1,0.11,0.14,0.7,1.5,0.05,42,0.3,0,72,0.5,362,134,10,0.8,2,0.03,85,11,A00BL#F04.A02LZ$F10.A0B8L$F22.A07SS
5.095,"Bolle, med helmelk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1404,334,29,11.1,3.6,0.4,0.4,1.4,0.7,0.1,4.5,0.1,4.3,2.2,1.9,0.4,0,0,0,0,0,0,0,0.4,1.9,8,48.8,37.1,11.6,9.7,9.7,3,8.3,0.1,0,59,61,56,32,0.7,1.7,0.21,0.14,1.3,2.8,0.08,47,0.2,1,63,0.8,50,201,26,1.1,1,0.1,128,7,A00BL#F04.A02LY$F04.A039D$F22.A07SS
5.202,"Bolle, med lettmelk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1334,317,31,9.2,3.8,0.5,0.5,1.4,0.8,0.1,3.1,0.1,2.9,1.5,1.2,0.3,0,0,0,0,0,0,0,0.3,1.2,9,48.8,37.1,11.6,9.7,9.7,3,8.4,0.2,0,95,98,91,44,1.2,1.4,0.26,0.14,1.4,2.9,0.1,52,0.2,1,64,0.8,67,202,24,1.1,1,0.09,128,7,A00BL#F04.A02LZ$F22.A07SS
5.432,"Bolle, med sjokoladebiter",Korn- og bakevarer,Korn- og bakevarer,1555,370,22,13.2,5.1,1.3,0.6,1.6,1.1,0,4.9,0.1,4.8,2.5,2,0.5,0,0,0,0,0,0,0,0.5,2,2,52.8,38.5,14.3,13.4,13.4,4,8.1,0.4,0,3,2,2,5,0,2.3,0.21,0.13,1.3,2.6,0.08,40,0.1,1,36,0.9,158,178,28,1,1,0.13,114,4,A00BL#F04.A0EQD
5.286,"Bolle, med skummet melk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1324,315,31,8.9,3.6,0.5,0.5,1.3,0.8,0.1,3,0.1,2.9,1.5,1.2,0.3,0,0,0,0,0,0,0,0.3,1.2,8,48.8,37.1,11.6,9.7,9.7,3,8.3,0.2,0,80,83,77,36,1.1,1.1,0.22,0.14,1.4,2.9,0.09,48,0.2,1,63,0.8,67,201,25,1.1,2,0.1,129,7,A00BL#F04.A02LZ$F22.A07SS
5.217,"Bolle, uten rosiner, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1482,353,24,11.3,3.5,1.4,0.6,0.8,0.2,0,4.4,0,4.3,2.6,2.1,0.5,0,0,0,0,0,0,0,0.5,2.1,0,52.8,42.5,10.3,10.1,10.1,4,8.1,0.4,0,0,0,0,1,0,2.5,0.22,0.08,1.4,2.7,0.09,43,0,1,15,0.9,167,151,25,1,1,0.11,93,0,A00BL#F04.A02LY$F04.A039D$F22.A07SH
5.536,"Bollemiks, glutenfri, økologisk, pulver, Det Glutenfrie Verksted",Korn- og bakevarer,Korn- og bakevarer,1487,351,11,0.6,0.1,0,0,0.1,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0,82.1,61.3,20.8,20,20,5,1.8,0.1,0,0,0,0,0,0,0,0.07,0.03,0.6,0.9,0.07,5,0,0,28,2.5,44,78,32,0.9,0,0.15,78,2,A0CSM#F02.A0ERD$F10.A0B8L$F18.A07NK$F21.A07SE$F28.A07KG
5.501,Brioche,Korn- og bakevarer,Korn- og bakevarer,1815,435,23,26,14.9,0.7,2.2,7,2.5,0.6,6.7,0.6,5.8,1.6,1.3,0.1,0,0,0,0.1,0,0,0,0.2,1.1,160,38.1,34.4,3.6,3.2,3.2,2,10.9,1.1,0,223,232,214,109,3.5,2.4,0.16,0.16,0.8,3,0.1,28,0.5,1,36,1.3,450,163,23,1,9,0.1,144,27,A00BT#F02.A06DQ$F12.A008L$F28.A07GX
5.317,"Brownies, med glasur, kjøpt ",Korn- og bakevarer,Korn- og bakevarer,1941,464,13,23.4,8.9,0.1,0.1,5.4,3.2,0,10.2,0.1,9.9,3.1,2.5,0.5,0,0,0,0,0,0,0,0.5,2.3,37,59.1,11.6,47.5,46.1,46.1,2,3.3,0.3,0,17,16,16,4,0.3,4.1,0.03,0.07,0.2,0.8,0.02,7,0.2,0,31,1.2,123,256,40,0.9,3,0.27,152,8,A00BG#F02.A0ERC$F04.A0C6B$F22.A07SH$F28.A07HP
5.434,Brune pinner,Korn- og bakevarer,Korn- og bakevarer,1993,476,9,23.2,11.9,0.5,1.8,5.6,2,0.5,7,0.5,6.3,1.8,1.5,0.1,0,0,0,0,0,0,0,0.1,1.4,87,58.5,23.7,34.9,34.1,34.1,2,7.2,0.7,0,161,168,154,88,2.5,2.8,0.09,0.12,0.6,1.9,0.06,12,0.2,1,39,1,296,138,32,0.7,4,0.14,108,15,A009X#F02.A06DN$F04.A003Y$F04.A014D$F04.A031G$F04.A032J$F04.A033Z$F04.A039C$F28.A07GX
5.049,"Brød, 1/3 sammalt mel, skummet melk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1030,243,38,1.2,0.2,0,0,0.2,0,0,0.2,0,0.1,0.7,0.6,0,0,0,0,0,0,0,0,0,0.6,0,45.9,44.6,1.4,0,0,5,9.6,0.3,0,0,0,0,0,0,0.4,0.25,0.1,1.9,3.6,0.12,26,0.1,1,48,1.4,128,236,45,1.2,1,0.15,160,4,A0BY0#F10.A06HR$F22.A07SS$F26.A07XD
5.048,"Brød, 1/3 sammalt mel, vann, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,999,236,40,1.2,0.2,0,0,0.2,0,0,0.2,0,0.1,0.7,0.6,0,0,0,0,0,0,0,0,0,0.6,0,44.9,44.6,0.3,0,0,5,8.8,0.3,0,0,0,0,0,0,0.4,0.24,0.06,1.9,3.4,0.11,26,0,1,18,1.4,119,197,43,1.1,1,0.15,134,0,A0BY0#F04.A001M$F10.A06HR$F22.A07SS
5.041,"Brød, 100 % sammalt mel, skummet melk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1034,245,36,1.5,0.3,0,0,0.2,0,0,0.2,0,0.2,0.8,0.8,0.1,0,0,0,0,0,0,0,0.1,0.8,0,42.3,39.7,2.6,0,0,9,11,0.3,0,0,0,0,0,0,0.6,0.37,0.15,3.3,5.5,0.18,31,0.2,0,85,2.4,137,383,82,2,1,0.23,269,7,A005E#F02.A06CN$F04.A001M$F04.A02MA$F22.A07SS
5.045,"Brød, 2/3 sammalt mel, skummet melk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1049,248,36,1.4,0.3,0,0,0.2,0,0,0.2,0,0.2,0.8,0.7,0.1,0,0,0,0,0,0,0,0.1,0.7,0,44.6,42.1,2.5,0,0,7,10.7,0.3,0,0,0,0,0,0,0.5,0.41,0.15,2.7,4.6,0.17,40,0.3,1,82,1.9,137,329,64,1.6,1,0.19,228,7,A0BY0#F10.A06HR$F22.A07SS$F26.A07XD
5.044,"Brød, 2/3 sammalt mel, vann, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,985,233,40,1.3,0.2,0,0,0.2,0,0,0.2,0,0.2,0.8,0.7,0.1,0,0,0,0,0,0,0,0.1,0.7,0,42.6,42.1,0.4,0,0,7,9.1,0.3,0,0,0,0,0,0,0.5,0.3,0.07,2.6,4.2,0.14,28,0,0,22,1.9,119,251,60,1.5,1,0.18,175,0,A0BY0#F10.A06HR$F22.A07SS$F26.A07XD
5.051,"Brød, 25 % sammalt mel, skummet melk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1034,244,38,1.1,0.2,0,0,0.2,0,0,0.2,0,0.1,0.6,0.6,0,0,0,0,0,0,0,0,0,0.6,0,46.6,45.2,1.3,0,0,5,9.5,0.3,0,0,0,0,0,0,0.4,0.23,0.09,1.7,3.4,0.11,26,0.1,1,47,1.2,128,223,41,1.1,1,0.14,150,4,A0BY0#F10.A06HR$F22.A07SS$F26.A07XD
5.05,"Brød, 25 % sammalt mel, vann, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1036,245,38,1.3,0.3,0,0,0.2,0,0,0.2,0,0.2,0.7,0.6,0,0,0,0,0,0,0,0,0,0.6,0,45.9,44.6,1.4,0,0,5,9.6,0.3,0,1,1,1,1,0.1,0.4,0.24,0.1,1.9,3.6,0.11,26,0.1,1,49,1.4,128,237,44,1.2,1,0.15,160,4,A0BY0#F10.A06HR$F22.A07SS$F26.A07XD
5.047,"Brød, 50 % sammalt mel, skummet melk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1023,242,38,1.3,0.2,0,0,0.2,0,0,0.2,0,0.2,0.7,0.7,0.1,0,0,0,0,0,0,0,0.1,0.7,0,44.8,43.4,1.4,0,0,6,9.7,0.3,0,0,0,0,0,0,0.5,0.28,0.1,2.2,4,0.13,27,0.1,0,50,1.6,128,263,54,1.4,1,0.17,181,4,A0BY0#F10.A06HR$F22.A07SS$F26.A07XD
5.046,"Brød, 50 % sammalt mel, vann, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,992,234,40,1.2,0.2,0,0,0.2,0,0,0.2,0,0.1,0.7,0.7,0.1,0,0,0,0,0,0,0,0.1,0.7,0,43.7,43.4,0.4,0,0,6,9,0.3,0,0,0,0,0,0,0.5,0.27,0.07,2.2,3.8,0.12,27,0,0,20,1.6,119,224,51,1.3,1,0.17,154,0,A0BY0#F10.A06HR$F22.A07SS$F26.A07XD
5.043,"Brød, 75 % sammalt mel, skummet melk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1045,247,36,1.4,0.3,0,0,0.2,0,0,0.2,0,0.2,0.8,0.7,0.1,0,0,0,0,0,0,0,0.1,0.7,0,44.1,41.5,2.5,0,0,8,10.7,0.3,0,0,0,0,0,0,0.5,0.33,0.14,2.8,4.8,0.16,29,0.2,0,82,2,137,343,69,1.7,1,0.2,238,7,A0BY0#F04.A02MA$F10.A06HR$F22.A07SS$F26.A07XD
5.042,"Brød, 75 % sammalt mel, vann, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,982,232,40,1.3,0.2,0,0,0.2,0,0,0.2,0,0.2,0.8,0.7,0.1,0,0,0,0,0,0,0,0.1,0.7,0,42,41.5,0.4,0,0,8,9.2,0.3,0,0,0,0,0,0,0.5,0.31,0.08,2.8,4.4,0.15,29,0,0,23,2,119,264,64,1.5,1,0.19,186,0,A0BY0#F10.A06HR$F22.A07SS$F26.A07XD
5.343,"Brød, ekstra grovt (75-100 %), kjøpt",Korn- og bakevarer,Korn- og bakevarer,1020,242,41,4.8,0.7,0,0,0.5,0.1,0,1.1,0,1.5,2.5,1.6,0.3,0,0,0,0,0,0,0,0.3,1.7,0,33.7,32.4,1.2,0.1,0.1,8,12,0.9,0,0,0,0,1,0,1.2,0.28,0.09,2.2,4.2,0.12,32,0,0,56,2.7,358,290,86,1.9,4,0.34,264,1,A0BY0#F02.A06CN$F10.A06HR$F22.A07SH
5.427,"Brød, glutenfritt, Semper formbrød",Korn- og bakevarer,Korn- og bakevarer,1041,247,41,4.4,0.6,0,0,0.3,0.1,0,1.3,0,1.3,2.5,2.4,0,0,0,0,0,0,0,0,0,2.4,0,45.9,38.2,7.7,7.7,7.7,6,2.9,2.1,0,0,0,0,0,0,3,0.06,0.15,0.9,1.4,0.03,23,0,0,28,0.9,820,170,18,0.8,5,0.12,86,2,A005S#F04.A003F$F04.A011G$F04.A011J$F18.A07NL$F19.A07PR
5.264,"Brød, glutenfritt, fint, med lettmelk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1081,257,35,2.9,1.3,0.2,0.2,0.5,0.3,0,1.1,0,1,0.4,0.3,0.1,0,0,0,0,0,0,0,0.1,0.2,3,50,46.6,3.3,1.7,1.7,10,2.6,0.9,0,27,28,26,13,0.5,0.3,0.24,0.3,2.6,3.1,0.2,35,0.2,0,52,3.6,378,105,11,0.6,1,0.04,82,6,A005S#F02.A06CT$F04.A02LZ$F10.A07XK$F10.A0B8L$F22.A07SS
5.262,"Brød, glutenfritt, fint, med vann, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1025,243,38,2.6,1.1,0.1,0.1,0.4,0.2,0,1,0,0.9,0.4,0.3,0.1,0,0,0,0,0,0,0,0.1,0.2,3,48.4,46.6,1.8,1.7,1.7,10,1.4,0.9,0,26,27,25,12,0.3,0.3,0.23,0.25,2.6,2.8,0.2,34,0,0,6,3.6,364,44,9,0.5,0,0.03,43,0,A005S#F02.A06CT$F04.A03DL$F10.A07XK$F10.A0B8L$F22.A07SS
5.265,"Brød, glutenfritt, grovt, med lettmelk, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,797,190,56,4.9,0.7,0,0,0.4,0.1,0,1.9,0,1.8,1.8,1.6,0.1,0,0,0,0,0,0,0,0.1,1.6,1,27.4,21.7,5.7,3.1,3.1,6,6,1.2,0,3,2,2,2,0.1,2.1,0.22,0.15,1,2.2,0.09,45,0.3,0,86,1.2,482,236,46,1.3,2,0.19,175,8,A005T#F02.A06CT$F04.A02LZ$F10.A06HR$F10.A0B8L$F22.A07SS
5.263,"Brød, glutenfritt, grovt, med vann, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,716,170,60,4.5,0.5,0,0,0.3,0.1,0,1.8,0,1.8,1.8,1.6,0.1,0,0,0,0,0,0,0,0.1,1.6,0,25.2,21.7,3.5,3.1,3.1,6,4.3,1.2,0,0,0,0,0,0,2.1,0.21,0.08,1,1.7,0.09,44,0,0,20,1.2,462,150,43,1.2,2,0.18,119,0,A005T#F02.A06CT$F10.A06HR$F10.A0B8L$F22.A07SS
5.354,"Brød, glutenfritt, grovt, soyabasert drikke, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,774,184,57,5,0.6,0,0,0.4,0.1,0,2,0,1.9,2.3,2.1,0.2,0,0,0,0,0,0,0,0.2,2.1,0,26,21.7,4.2,3.8,3.8,6,6,1.2,0,0,0,0,0,0.2,2.2,0.22,0.19,1,2,0.09,49,0.1,0,95,1.4,474,294,52,1.3,2,0.24,189,0,A005T#F02.A06CT$F04.A03TJ$F10.A06HR$F10.A0B8L$F22.A07SS
5.129,"Brød, grovbakst, sammalt mel, hjemmebakt",Korn- og bakevarer,Korn- og bakevarer,1046,248,37,2.4,0.6,0.1,0,0.3,0.1,0,0.7,0,0.7,0.9,0.8,0.1,0,0,0,0,0,0,0,0.1,0.8,1,44.4,43.4,1.1,0.6,0.6,7,8.4,1,0,7,7,7,3,0.1,0.6,0.27,0.09,1.8,3.3,0.12,37,0,0,21,1.5,399,242,51,1.5,1,0.17,158,0,A005P#F04.A0CSL$F22.A07SS
5.342,"Brød, grovt (50-75 %), kjøpt",Korn- og bakevarer,Korn- og bakevarer,1010,239,41,3.1,0.4,0,0,0.3,0.1,0,1.1,0,1.1,1.3,1.1,0.1,0,0,0,0,0,0,0,0.1,1.1,0,40.6,38.4,2.3,0.3,0.3,6,9.3,1.1,0,0,0,0,0,0,1.1,0.26,0.09,1.9,3.5,0.12,30,0,0,25,1.7,437,226,52,1.3,3,0.21,171,0,A0BY0#F02.A06CN$F10.A06HR$F22.A07SH
5.392,"Brød, grovt (50-75 %), kjøpt, kneipp",Korn- og bakevarer,Korn- og bakevarer,1040,246,39,2.2,0.2,0,0,0.2,0,0,0.9,0,0.9,0.9,0.8,0.1,0,0,0,0,0,0,0,0.1,0.8,0,45.3,43.4,1.9,0,0,5,8.6,1.5,0,0,0,0,0,0,0.6,0.21,0.08,2.1,3.5,0.11,23,0,0,24,1.5,580,200,41,1.2,2,0.21,140,1,A0BY0#F10.A0EZZ$F22.A07SH
